"id","name","parent","Cases","Growth","FIPS","Cases_2020-01-22","Cases_2020-01-23","Cases_2020-01-24","Cases_2020-01-25","Cases_2020-01-26","Cases_2020-01-27","Cases_2020-01-28","Cases_2020-01-29","Cases_2020-01-30","Cases_2020-01-31","Cases_2020-02-01","Cases_2020-02-02","Cases_2020-02-03","Cases_2020-02-04","Cases_2020-02-05","Cases_2020-02-06","Cases_2020-02-07","Cases_2020-02-08","Cases_2020-02-09","Cases_2020-02-10","Cases_2020-02-11","Cases_2020-02-12","Cases_2020-02-13","Cases_2020-02-14","Cases_2020-02-15","Cases_2020-02-16","Cases_2020-02-17","Cases_2020-02-18","Cases_2020-02-19","Cases_2020-02-20","Cases_2020-02-21","Cases_2020-02-22","Cases_2020-02-23","Cases_2020-02-24","Cases_2020-02-25","Cases_2020-02-26","Cases_2020-02-27","Cases_2020-02-28","Cases_2020-02-29","Cases_2020-03-01","Cases_2020-03-02","Cases_2020-03-03","Cases_2020-03-04","Cases_2020-03-05","Cases_2020-03-06","Cases_2020-03-07","Cases_2020-03-08","Cases_2020-03-09","Cases_2020-03-10","Cases_2020-03-11","Cases_2020-03-12","Cases_2020-03-13","Cases_2020-03-14","Cases_2020-03-15","Cases_2020-03-16","Cases_2020-03-17","Cases_2020-03-18","Cases_2020-03-19","Cases_2020-03-20","Cases_2020-03-21","Cases_2020-03-22","Cases_2020-03-23","Cases_2020-03-24","Cases_2020-03-25","Cases_2020-03-26","Cases_2020-03-27","Cases_2020-03-28","Cases_2020-03-29","Cases_2020-03-30","Cases_2020-03-31","Cases_2020-04-01","Cases_2020-04-02","Cases_2020-04-03","Cases_2020-04-04","Cases_2020-04-05","Cases_2020-04-06","Cases_2020-04-07","Cases_2020-04-08","Cases_2020-04-09","Cases_2020-04-10","Cases_2020-04-11","Cases_2020-04-12","Cases_2020-04-13","Cases_2020-04-14","Cases_2020-04-15","Cases_2020-04-16","Cases_2020-04-17","Cases_2020-04-18","Cases_2020-04-19","Cases_2020-04-20","Cases_2020-04-21","Cases_2020-04-22","Cases_2020-04-23","Cases_2020-04-24","Cases_2020-04-25","Cases_2020-04-26","Cases_2020-04-27","Cases_2020-04-28","Cases_2020-04-29","Cases_2020-04-30","Cases_2020-05-01","Cases_2020-05-02","Cases_2020-05-03","Cases_2020-05-04","Cases_2020-05-05","Cases_2020-05-06","Cases_2020-05-07","Cases_2020-05-08","Cases_2020-05-09","Cases_2020-05-10","Cases_2020-05-11","Cases_2020-05-12","Cases_2020-05-13","Cases_2020-05-14","Cases_2020-05-15","Cases_2020-05-16","Cases_2020-05-17","Cases_2020-05-18","Cases_2020-05-19","Cases_2020-05-20","Cases_2020-05-21","Cases_2020-05-22","Cases_2020-05-23","Cases_2020-05-24","Cases_2020-05-25","Cases_2020-05-26","Cases_2020-05-27","Cases_2020-05-28","Cases_2020-05-29","Growth_2020-01-22","Growth_2020-01-23","Growth_2020-01-24","Growth_2020-01-25","Growth_2020-01-26","Growth_2020-01-27","Growth_2020-01-28","Growth_2020-01-29","Growth_2020-01-30","Growth_2020-01-31","Growth_2020-02-01","Growth_2020-02-02","Growth_2020-02-03","Growth_2020-02-04","Growth_2020-02-05","Growth_2020-02-06","Growth_2020-02-07","Growth_2020-02-08","Growth_2020-02-09","Growth_2020-02-10","Growth_2020-02-11","Growth_2020-02-12","Growth_2020-02-13","Growth_2020-02-14","Growth_2020-02-15","Growth_2020-02-16","Growth_2020-02-17","Growth_2020-02-18","Growth_2020-02-19","Growth_2020-02-20","Growth_2020-02-21","Growth_2020-02-22","Growth_2020-02-23","Growth_2020-02-24","Growth_2020-02-25","Growth_2020-02-26","Growth_2020-02-27","Growth_2020-02-28","Growth_2020-02-29","Growth_2020-03-01","Growth_2020-03-02","Growth_2020-03-03","Growth_2020-03-04","Growth_2020-03-05","Growth_2020-03-06","Growth_2020-03-07","Growth_2020-03-08","Growth_2020-03-09","Growth_2020-03-10","Growth_2020-03-11","Growth_2020-03-12","Growth_2020-03-13","Growth_2020-03-14","Growth_2020-03-15","Growth_2020-03-16","Growth_2020-03-17","Growth_2020-03-18","Growth_2020-03-19","Growth_2020-03-20","Growth_2020-03-21","Growth_2020-03-22","Growth_2020-03-23","Growth_2020-03-24","Growth_2020-03-25","Growth_2020-03-26","Growth_2020-03-27","Growth_2020-03-28","Growth_2020-03-29","Growth_2020-03-30","Growth_2020-03-31","Growth_2020-04-01","Growth_2020-04-02","Growth_2020-04-03","Growth_2020-04-04","Growth_2020-04-05","Growth_2020-04-06","Growth_2020-04-07","Growth_2020-04-08","Growth_2020-04-09","Growth_2020-04-10","Growth_2020-04-11","Growth_2020-04-12","Growth_2020-04-13","Growth_2020-04-14","Growth_2020-04-15","Growth_2020-04-16","Growth_2020-04-17","Growth_2020-04-18","Growth_2020-04-19","Growth_2020-04-20","Growth_2020-04-21","Growth_2020-04-22","Growth_2020-04-23","Growth_2020-04-24","Growth_2020-04-25","Growth_2020-04-26","Growth_2020-04-27","Growth_2020-04-28","Growth_2020-04-29","Growth_2020-04-30","Growth_2020-05-01","Growth_2020-05-02","Growth_2020-05-03","Growth_2020-05-04","Growth_2020-05-05","Growth_2020-05-06","Growth_2020-05-07","Growth_2020-05-08","Growth_2020-05-09","Growth_2020-05-10","Growth_2020-05-11","Growth_2020-05-12","Growth_2020-05-13","Growth_2020-05-14","Growth_2020-05-15","Growth_2020-05-16","Growth_2020-05-17","Growth_2020-05-18","Growth_2020-05-19","Growth_2020-05-20","Growth_2020-05-21","Growth_2020-05-22","Growth_2020-05-23","Growth_2020-05-24","Growth_2020-05-25","Growth_2020-05-26","Growth_2020-05-27","Growth_2020-05-28","Growth_2020-05-29"
"FIPS19033","Cerro Gordo","IA",27,0.037,19033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,4,6,7,7,8,10,10,10,10,12,12,12,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,14,14,14,14,15,15,17,18,18,17,20,19,20,21,22,22,22,22,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.0667,0.1,0.1333,0.1429,0.1429,0.125,0.12,0.08,0.06,0.06,0.0667,0.0333,0.0333,0.0462,0.0462,0.0154,0.0154,0.0154,0.0143,0.0143,0.0143,0.0143,0.0143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0,0,0,0,0,0.0133,0.0353,0.0444,0.0444,0.0235,0.05,0.0211,0.02,0.0286,0.0455,0.0182,0.0273,0.0182,0.032,0.037
"FIPS8015","Chaffee","CO",72,0.0056,8015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,5,5,11,15,15,17,17,18,19,21,22,22,22,23,26,27,28,28,28,28,31,35,35,37,38,38,38,55,55,66,66,66,66,66,66,66,67,67,67,67,68,68,68,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,70,70,71,72,71,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.12,0.08,0.1455,0.16,0.16,0.1412,0.1412,0.0778,0.0421,0.0571,0.0455,0.0455,0.0364,0.0348,0.0385,0.037,0.0429,0.0429,0.0357,0.0143,0.0258,0.04,0.04,0.0486,0.0526,0.0368,0.0158,0.0727,0.0655,0.0848,0.0848,0.0848,0.0333,0.0333,0,0,0.003,0.003,0.003,0.003,0.0059,0.0029,0.0029,0.0029,0.0029,0,0,0,0.0029,0.0029,0.0029,0.0029,0.0029,0,0,0,0,0,0.0029,0.0029,0.0056,0.0083,0.0056,0.0056,0.0056
"FIPS1017","Chambers","AL",352,0.0091,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,5,10,13,13,17,27,33,36,42,67,80,87,89,94,101,109,151,168,181,198,212,216,221,231,236,240,245,257,259,270,275,282,282,285,289,291,293,295,290,294,300,302,304,306,308,311,314,316,319,324,324,326,326,328,328,329,329,331,332,330,330,336,337,338,340,349,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.16,0.16,0.1846,0.1692,0.1765,0.163,0.1394,0.1278,0.1381,0.1493,0.1325,0.1241,0.1191,0.1106,0.0673,0.0532,0.0848,0.094,0.0961,0.098,0.0972,0.0602,0.048,0.0433,0.0322,0.0233,0.0237,0.028,0.0216,0.0252,0.0255,0.0262,0.0177,0.0182,0.0131,0.011,0.0075,0.0088,0.0034,0.0034,0.006,0.006,0.0059,0.0105,0.0091,0.0071,0.0076,0.0076,0.0082,0.0099,0.008,0.0074,0.0061,0.0055,0.0024,0.003,0.0018,0.003,0.0024,0.0012,6e-04,0.0042,0.0036,0.0036,0.0059,0.0109,0.0091
"FIPS48071","Chambers","TX",62,0.0097,48071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,5,8,9,9,11,11,11,11,17,19,22,24,24,29,29,29,31,33,34,35,35,35,35,36,41,41,41,41,41,41,41,41,42,43,44,45,45,45,47,47,48,49,50,50,50,50,52,52,53,53,55,58,58,58,58,59,61,61,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.1,0.1333,0.1333,0.16,0.15,0.1556,0.1333,0.1455,0.1091,0.0545,0.0364,0.0941,0.0842,0.1,0.1083,0.1083,0.0828,0.069,0.0483,0.0452,0.0545,0.0294,0.0343,0.0343,0.0229,0.0114,0.0111,0.0293,0.0293,0.0293,0.0293,0.0244,0,0,0,0.0048,0.0093,0.0136,0.0178,0.0178,0.0133,0.017,0.0128,0.0125,0.0163,0.02,0.012,0.012,0.008,0.0115,0.0077,0.0113,0.0113,0.0182,0.0207,0.0207,0.0172,0.0172,0.0136,0.0098,0.0098,0.0129,0.0129,0.0097
"FIPS17019","Champaign","IL",617,0.0198,17019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,2,3,4,4,10,10,11,21,23,26,33,43,51,55,55,62,65,69,72,79,85,86,87,88,90,90,92,93,95,95,97,97,99,102,102,105,107,114,120,130,143,156,177,182,212,212,229,247,256,263,279,303,318,324,344,366,401,418,435,472,496,515,537,556,564,569,580,595,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.1333,0.1,0.1333,0.15,0.15,0.14,0.16,0.1455,0.1619,0.1652,0.1231,0.1394,0.1488,0.1176,0.1164,0.1055,0.0935,0.0677,0.0522,0.0472,0.0608,0.0541,0.0488,0.0414,0.0364,0.0244,0.0111,0.013,0.0129,0.0147,0.0105,0.0144,0.0103,0.0121,0.0137,0.0137,0.0152,0.0187,0.0263,0.03,0.0431,0.0531,0.0628,0.0712,0.0681,0.0774,0.0651,0.0638,0.0567,0.0578,0.0388,0.048,0.0488,0.0447,0.042,0.0471,0.0475,0.0489,0.0478,0.051,0.0542,0.0524,0.0443,0.0443,0.0435,0.0326,0.0257,0.0224,0.0195,0.0198
"FIPS39021","Champaign","OH",27,0.0074,39021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,8,8,7,7,8,8,12,12,12,14,14,14,14,14,15,14,15,15,16,16,17,18,19,19,21,20,22,23,23,23,23,25,25,26,26,26,26,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.1,0.1333,0.0667,0.1,0.1,0.12,0.08,0.08,0.04,0.04,0,0,0.0333,0.0333,0.0333,0.0333,0.0333,0,0,0,0.0286,0.05,0.05,0.0286,0.0286,0.025,0,0.0667,0.0833,0.0833,0.0857,0.0857,0.0286,0.0286,0.0286,0.0133,0,0.0133,0.0133,0.025,0.0125,0.0353,0.0333,0.0421,0.0316,0.0476,0.03,0.0364,0.0348,0.0348,0.0174,0.0261,0.024,0.016,0.0231,0.0231,0.0231,0.0077,0.0148,0.0074,0.0074,0.0074
"FIPS29041","Chariton","MO",6,0,29041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.15,0.15,0.15,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0.0333,0,0,0,0,-0.04,0.0333,0.0333,0.0333,0.0333,0.0333,0,0,0,0,0,0,0,0,0,0,0,0
"FIPS51036","Charles City","VA",27,0,51036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,5,5,7,8,9,9,9,9,9,10,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,17,17,17,17,17,19,21,21,21,21,21,21,22,22,22,23,24,24,25,25,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0.1,0.15,0.15,0.15,0.15,0.1,0,0.04,0.04,0.0857,0.1,0.1111,0.0889,0.0889,0.0444,0.0222,0.02,0.0364,0.0364,0.0364,0.0364,0.0182,0.0167,0.0167,0.0167,0.0308,0.0308,0.0154,0.0154,0.0154,0,0,0.0471,0.0471,0.0471,0.0471,0.0471,0.0211,0.0381,0.0381,0.0381,0.0381,0.019,0,0.0091,0.0091,0.0091,0.0174,0.025,0.0167,0.024,0.024,0.0296,0.0222,0.0222,0.0148,0.0148,0,0
"FIPS46023","Charles Mix","SD",16,0.0375,46023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,8,9,9,10,10,10,11,12,13,13,13,14,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0.0667,0.0667,0.1,0.1,0.1,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0.0333,0.0571,0.075,0.075,0.0889,0.0667,0.06,0.04,0.04,0.0364,0.05,0.0462,0.0462,0.0462,0.0429,0.05,0.0375
"FIPS24017","Charles","MD",1056,0.0127,24017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,5,5,5,8,10,17,21,28,33,40,56,69,90,95,111,129,136,164,180,220,235,253,274,292,310,327,337,347,370,392,401,427,442,459,483,504,529,539,551,564,611,622,637,651,660,670,698,716,729,748,756,761,778,796,829,844,859,867,895,921,943,956,969,989,997,1001,1008,1027,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.15,0.16,0.12,0.12,0.15,0.12,0.1412,0.1524,0.1643,0.1515,0.15,0.1393,0.1391,0.1378,0.1305,0.1279,0.1132,0.0985,0.0902,0.0944,0.0991,0.0902,0.0925,0.0803,0.0767,0.0581,0.0563,0.0499,0.0421,0.0422,0.0418,0.0369,0.0422,0.043,0.0388,0.0377,0.0409,0.0386,0.036,0.0334,0.0287,0.035,0.0299,0.0308,0.0307,0.0291,0.0176,0.0218,0.0221,0.0214,0.0235,0.0228,0.0166,0.0159,0.0168,0.0195,0.0209,0.0228,0.0205,0.0221,0.02,0.021,0.0203,0.0211,0.019,0.0152,0.0116,0.0103,0.0113,0.0127
"FIPS45019","Charleston","SC",586,0.0096,45019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,4,5,6,9,13,31,36,52,52,92,108,117,123,142,190,231,247,274,274,300,305,305,313,328,331,339,351,353,360,383,385,385,390,391,391,406,412,416,424,436,435,438,441,444,452,456,457,464,463,464,467,481,482,481,491,497,491,491,501,506,507,509,515,515,523,540,550,558,561,568,576,578,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.1333,0.15,0.16,0.1667,0.1778,0.1538,0.1742,0.1722,0.1769,0.1654,0.1717,0.1426,0.1385,0.1154,0.1268,0.1032,0.1065,0.1053,0.1102,0.0964,0.0733,0.0485,0.038,0.0249,0.0329,0.0187,0.0201,0.0262,0.0227,0.0178,0.0272,0.0239,0.0177,0.019,0.0159,0.0041,0.0103,0.0131,0.0125,0.0156,0.0206,0.0133,0.0119,0.0113,0.009,0.0071,0.0092,0.0083,0.0099,0.0082,0.0052,0.0047,0.01,0.0075,0.0075,0.011,0.0121,0.0041,0.0037,0.008,0.0059,0.0039,0.0071,0.0093,0.0054,0.0065,0.0122,0.0149,0.0154,0.0164,0.0158,0.0125,0.0097,0.0096
"FIPS26029","Charlevoix","MI",15,0.0133,26029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,5,5,7,7,8,8,8,9,10,11,11,11,11,11,11,11,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0.1,0.1,0.1333,0.15,0.15,0.1,0.1,0.05,0,0,0,0.04,0.04,0.0857,0.0857,0.1,0.075,0.075,0.0444,0.06,0.0545,0.0545,0.0545,0.0364,0.0182,0,0,0.0167,0.0167,0.0167,0.0167,0.0167,0.0154,0.0154,0.0154,0.0154,0.0154,0,0,0,0,0,0,0,0,0.0143,0.0143,0,0,0,-0.0154,-0.0154,0,0,0,0.0143,0.0143,0.0143,0.0143,0.0143,0,0,0,0,0.0133,0.0133,0.0133,0.0133,0.0133
"FIPS12015","Charlotte","FL",446,0.0103,12015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,5,12,16,18,24,24,38,43,46,47,55,67,76,79,85,107,113,119,123,124,127,131,138,138,139,143,148,178,199,202,203,211,219,223,236,245,244,249,257,269,294,304,312,317,329,337,347,350,357,367,370,380,389,392,398,410,412,417,423,427,430,433,438,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0.1,0.1,0.1,0.1333,0.1333,0.0667,0.0667,0.12,0.15,0.1625,0.1667,0.175,0.1583,0.1368,0.1256,0.1217,0.0979,0.1127,0.0866,0.0868,0.0835,0.0894,0.0972,0.0814,0.0723,0.0715,0.0629,0.0315,0.0275,0.0275,0.0217,0.0216,0.0224,0.023,0.0449,0.0613,0.0624,0.0591,0.0597,0.0374,0.0215,0.0288,0.0343,0.027,0.0241,0.0265,0.0245,0.0333,0.0395,0.0404,0.0379,0.0365,0.0255,0.0248,0.0217,0.0224,0.0207,0.0178,0.0174,0.0201,0.0179,0.0156,0.0195,0.0155,0.0134,0.0147,0.0136,0.0093,0.0097,0.0096,0.0103
"FIPS51037","Charlotte","VA",23,0.0348,51037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,4,4,4,5,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,8,9,9,10,11,11,11,11,12,11,11,11,11,11,11,11,11,14,14,15,16,19,19,19,19,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0.1,0.1,0.15,0.15,0.15,0.12,0.15,0.1,0.1,0.1,0.075,0,0,0,0,-0.0286,-0.0286,-0.0286,-0.0286,-0.0286,0,0.025,0.0444,0.0444,0.06,0.0727,0.0545,0.0364,0.0364,0.0333,0,0,0,0,-0.0182,0,0,0,0.0429,0.0429,0.0533,0.0625,0.0842,0.0526,0.0526,0.0421,0.0609,0.0348,0.0348,0.0348
"FIPS51540","Charlottesville","VA",105,0.0476,51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,4,4,5,6,9,11,12,12,13,14,16,17,17,21,23,22,23,23,27,28,31,31,33,36,38,38,40,41,41,41,41,44,44,45,48,49,50,51,52,56,58,58,63,63,64,63,65,66,66,66,68,68,68,68,71,71,71,72,72,72,72,74,74,80,82,90,97,102,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.1333,0.15,0.15,0.08,0.1,0.1333,0.1273,0.1333,0.1167,0.1077,0.0714,0.0625,0.0588,0.0588,0.0762,0.0783,0.0545,0.0522,0.0522,0.0444,0.0357,0.0581,0.0516,0.0606,0.05,0.0526,0.0368,0.045,0.039,0.0244,0.0146,0.0146,0.0182,0.0136,0.0178,0.0292,0.0327,0.024,0.0275,0.0269,0.0286,0.031,0.0276,0.0381,0.0349,0.025,0.0159,0.0215,0.0091,0.0091,0.0061,0.0147,0.0088,0.0059,0.0059,0.0141,0.0085,0.0085,0.0111,0.0111,0.0028,0.0028,0.0081,0.0054,0.02,0.0244,0.04,0.0474,0.0549,0.0476
